File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/water_heater_eff=0.75/instance-out.sql,6781.48,2598.06,4183.42,214.69,193.66,224.52,205.78,219.97,219.95,222.90,250.70,211.27,213.79,210.47,210.35,697.15,547.73,503.25,328.54,229.51,128.38,59.76,58.67,144.60,320.48,523.33,642.03
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/water_heater_eff=0.95/instance-out.sql,6771.13,2598.06,4173.07,214.69,193.66,224.52,205.78,219.97,219.95,222.90,250.70,211.27,213.79,210.47,210.35,696.22,546.88,502.27,327.67,228.62,127.54,58.97,57.83,143.81,319.64,522.48,641.14
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/window_shgc=0.25/instance-out.sql,6910.03,2479.55,4430.48,206.61,186.30,215.69,197.19,209.59,208.39,209.37,235.83,200.45,205.23,202.39,202.53,717.43,571.31,534.09,356.97,255.92,146.63,69.27,66.98,160.25,345.63,543.83,662.17
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/window_shgc=0.6/instance-out.sql,6731.86,2650.31,4081.54,218.06,196.76,228.27,209.57,224.65,225.32,229.12,257.36,216.16,217.55,213.87,213.63,688.26,537.53,489.61,316.63,219.04,121.36,56.25,55.57,138.77,310.55,514.56,633.41
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/window_u=0.15/instance-out.sql,6466.98,2582.51,3884.47,212.52,191.76,222.37,204.32,218.98,219.51,223.07,250.35,210.60,212.21,208.49,208.34,652.14,510.30,467.83,303.34,210.93,116.21,53.62,53.51,132.62,295.03,488.50,600.44
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/window_u=0.8/instance-out.sql,6821.10,2623.84,4197.25,216.61,195.39,226.57,207.73,222.22,222.36,225.57,253.59,213.53,215.74,212.35,212.18,701.79,550.82,504.36,328.43,228.77,127.47,59.32,58.20,144.39,321.32,526.33,646.05

File Name,Net Site EUI (MJ/m2),Net Source EUI (MJ/m2),Total Energy/Net Site Energy (GJ),Total Energy/Net Source Energy (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/air_leakage=0.15/instance-out.sql,1337.12,2598.66,6661.80,12946.99
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/air_leakage=1.3/instance-out.sql,1431.86,2690.30,7133.80,13403.56
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/cooling_coil_cop=1/instance-out.sql,1396.59,2740.66,6958.09,13654.48
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/cooling_coil_cop=4/instance-out.sql,1360.53,2620.20,6778.41,13054.35
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/cooling_setpoint=70/instance-out.sql
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/cooling_setpoint=80/instance-out.sql,1355.21,2576.64,6751.89,12837.32
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/dhw_office=0.1/instance-out.sql,1356.96,2616.42,6760.62,13035.51
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/dhw_office=10/instance-out.sql,1717.01,2997.49,8554.48,14934.05
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/dhw_temp=200/instance-out.sql,1362.68,2622.49,6789.14,13065.72
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/dhw_temp=90/instance-out.sql,1357.10,2616.56,6761.30,13036.21
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/equipment_density=0.5/instance-out.sql,1319.48,2262.43,6573.91,11271.86
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/equipment_density=2/instance-out.sql,1423.01,3053.20,7089.71,15211.61
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/equipment_density_elevator=2/instance-out.sql,1356.87,2589.67,6760.20,12902.20
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/equipment_density_elevator=6/instance-out.sql,1372.60,2716.39,6838.57,13533.58
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/ext_light_w=1000/instance-out.sql,1343.21,2562.36,6692.12,12766.14
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/ext_light_w=10000/instance-out.sql,1371.55,2657.02,6833.32,13237.75
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/fan_eff_supply=0.3/instance-out.sql,1375.36,3021.57,6852.31,15054.01
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/fan_eff_supply=0.8/instance-out.sql,1359.31,2516.23,6772.33,12536.34
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/fan_rise_supply=0.1/instance-out.sql,1360.96,2236.98,6780.55,11145.07
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/fan_rise_supply=2/instance-out.sql,1359.09,2402.12,6771.22,11967.80
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/heating_coil_cop=1/instance-out.sql,1360.53,2620.20,6778.41,13054.35
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/heating_coil_cop=4/instance-out.sql,1360.53,2620.20,6778.41,13054.35
