File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/lighting_density_med=2/instance-out.sql,1525.44,1067.62,457.81,89.36,80.15,89.02,84.26,88.25,88.14,93.89,100.93,89.28,88.62,86.28,89.44,83.73,68.75,49.10,29.25,17.89,13.05,12.20,12.44,12.82,22.44,52.48,83.66
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/night_cycle=FALSE/instance-out.sql,1516.24,1066.89,449.35,89.13,79.91,89.00,84.27,88.25,88.14,93.89,100.93,89.28,88.63,86.24,89.24,80.94,66.01,49.00,29.21,17.87,13.02,12.20,12.44,12.79,22.38,51.88,81.61
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/night_cycle=TRUE/instance-out.sql,1525.05,1067.69,457.36,89.37,80.16,89.03,84.27,88.25,88.14,93.89,100.93,89.28,88.63,86.29,89.45,83.69,68.70,49.07,29.20,17.84,13.02,12.20,12.44,12.79,22.37,52.43,83.61
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/oa_area_large=0.18/instance-out.sql,1575.24,1065.23,510.02,89.36,80.14,89.01,84.18,87.97,87.64,93.40,100.54,88.83,88.44,86.28,89.44,93.75,76.65,56.14,33.47,19.80,13.40,12.20,12.45,13.24,25.96,59.87,93.08
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/oa_area_large=0/instance-out.sql,1503.76,1069.47,434.28,89.38,80.17,89.06,84.38,88.51,88.49,94.17,101.16,89.60,88.80,86.30,89.45,78.76,64.97,45.93,27.63,17.35,12.97,12.20,12.44,12.73,21.31,49.05,78.95
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/oa_area_small=0.18/instance-out.sql,1576.23,1065.47,510.76,89.37,80.14,89.01,84.19,87.99,87.69,93.45,100.58,88.87,88.46,86.28,89.44,93.76,76.61,56.11,33.51,20.03,13.53,12.23,12.46,13.42,26.11,59.92,93.07
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/oa_area_small=0/instance-out.sql,1436.94,1074.19,362.75,89.39,80.20,89.16,84.66,89.17,89.41,94.95,101.78,90.41,89.26,86.34,89.45,64.12,53.79,36.60,22.49,15.19,12.60,12.18,12.43,12.23,17.36,38.76,65.01
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/oa_person_large=0/instance-out.sql,1503.76,1069.47,434.28,89.38,80.17,89.06,84.38,88.51,88.49,94.17,101.16,89.60,88.80,86.30,89.45,78.76,64.97,45.93,27.63,17.35,12.97,12.20,12.44,12.73,21.31,49.05,78.95
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/oa_person_large=30/instance-out.sql,1602.99,1064.39,538.59,89.36,80.13,89.01,84.16,87.89,87.47,93.21,100.39,88.67,88.39,86.28,89.44,98.82,80.71,59.91,35.91,21.18,13.80,12.24,12.46,13.75,28.20,63.77,97.84
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/oa_person_small=0/instance-out.sql,1441.72,1073.69,368.03,89.39,80.20,89.15,84.62,89.09,89.32,94.88,101.73,90.32,89.20,86.33,89.45,65.29,54.66,37.28,22.80,15.29,12.61,12.17,12.44,12.24,17.56,39.55,66.14
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/oa_person_small=30/instance-out.sql,1846.48,1059.82,786.66,89.35,80.09,88.98,84.05,87.50,86.53,92.11,99.61,87.77,88.16,86.25,89.43,140.74,114.31,91.49,56.90,34.83,19.35,13.62,13.53,20.87,47.94,96.09,137.01
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/occupant_density_large=0.001/instance-out.sql,1513.02,1058.78,454.24,88.77,79.60,88.38,83.59,87.46,87.27,92.92,99.82,88.48,87.95,85.68,88.85,82.75,68.16,48.70,29.00,17.74,13.01,12.20,12.44,12.78,22.28,52.13,83.05
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/occupant_density_large=0.01/instance-out.sql,1528.56,1070.21,458.35,89.54,80.31,89.22,84.47,88.47,88.39,94.16,101.25,89.50,88.82,86.46,89.61,83.97,68.87,49.18,29.26,17.89,13.02,12.20,12.44,12.80,22.42,52.52,83.78
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/occupant_density_small=0.002/instance-out.sql,1481.57,1033.99,447.58,87.10,78.06,86.58,81.73,85.29,84.82,90.18,96.68,86.24,86.10,84.01,87.21,80.42,66.83,48.22,28.82,17.43,12.92,12.19,12.44,12.68,22.34,51.66,81.65
